id,texto_usuario,tipo_inmueble,habitaciones,banos,parqueadero,estrato,operacion,ciudad,zona,precio_rango,amoblado,mascotas,balcon,terraza,areas_comunes
2896,"Un apartamento cómodo de 2 habitaciones y 2 baños en buen estado, en San Fernando, Cali para arriendo, amoblado, que tenga balcón, con terraza, presupuesto 1M - 1.5M, estrato 2",apartamento,2,2,2,2,arriendo,Cali,San Fernando,1M - 1.5M,1,0,1,1,"zona BBQ, coworking, salón social"
2897,"Necesito un loft moderno una habitación estrato 3 en Medellín, para arriendo por 4M - 5M, totalmente amoblado, que acepte mascotas, con balcón, presupuesto 4M - 5M, estrato 3",loft,1,1,0,3,arriendo,Medellín,Laureles,4M - 5M,1,1,1,0,zona BBQ
2898,"Busco apartamento de 3 habitaciones en Envigado, Medellín, para arriendo, apto para mascotas, sin parqueadero, presupuesto más de 5M",apartamento,3,1,0,4,arriendo,Medellín,Envigado,más de 5M,0,1,0,0,"zona BBQ, coworking"
2899,"Estoy buscando apto en Alto Prado Barranquilla, 4 habitaciones, tipo apto en último piso para arriendo, amoblado, que acepte mascotas, con balcón, con terraza",penthouse,4,2,1,4,arriendo,Barranquilla,Alto Prado,menos de 1M,1,1,1,1,"zona BBQ, gimnasio, terraza"
2900,"Estoy buscando apto en San Fernando Cali, 2 alcobas, tipo apto para familia para venta, con terraza, presupuesto 2M - 3M",apartamento,2,2,0,4,venta,Cali,San Fernando,2M - 3M,0,0,0,1,"balcón, gimnasio"
2901,"Estoy buscando apto en San Fernando Cali, una alcoba, tipo apto pequeño para una persona para arriendo, apto para mascotas, terraza amplia, 2 parqueaderos, estrato 4",apartaestudio,1,2,2,4,arriendo,Cali,San Fernando,menos de 1M,0,1,0,1,zona BBQ
2902,"Busco penthouse de 4 habitaciones en Alto Prado, Barranquilla, para arriendo, semi amoblado, con balcón, terraza amplia",penthouse,4,2,1,6,arriendo,Barranquilla,Alto Prado,2M - 3M,1,0,1,1,
2903,"Estoy buscando apto en San Fernando Cali, una alcoba, tipo apto tipo estudio para arriendo, pet friendly, no necesito parqueadero, presupuesto 1.5M - 2M",estudio,1,2,0,4,arriendo,Cali,San Fernando,1.5M - 2M,0,1,0,0,"piscina, salón social"
2904,"Estoy buscando apto en Envigado Medellín, 2 alcobas, tipo ático con terraza para venta, apto para mascotas, que tenga balcón, terraza amplia, presupuesto 1M - 1.5M",penthouse,2,2,0,6,venta,Medellín,Envigado,1M - 1.5M,0,1,1,1,
2905,"Un mini estudio cómodo de 1 alcoba y 2 baños, en Villa Santos, Barranquilla para arriendo, terraza amplia, con parqueadero",estudio,1,2,1,4,arriendo,Barranquilla,Villa Santos,1M - 1.5M,0,0,0,1,"balcón, coworking, zona BBQ"
2906,"Busco apto dúplex de 4 habitaciones en Laureles, Medellín, para venta, semi amoblado, pet friendly, con balcón, con terraza, presupuesto menos de 1M",duplex,4,2,1,2,venta,Medellín,Laureles,menos de 1M,1,1,1,1,"coworking, salón social, balcón"
2907,"Busco apto pequeño para una persona de 1 alcoba en El Poblado, Medellín, para venta, amoblado, apto para mascotas, presupuesto 2M - 3M, estrato 4",apartaestudio,1,1,1,4,venta,Medellín,El Poblado,2M - 3M,1,1,0,0,"coworking, balcón, zona BBQ"
2908,"Necesito un loft 1 habitación estrato 2 en Barranquilla, para arriendo por más de 5M, presupuesto más de 5M",loft,1,1,2,2,arriendo,Barranquilla,Villa Santos,más de 5M,0,0,0,0,"balcón, salón social"
2909,"Necesito un loft 1 habitación estrato 6 en Cali, para arriendo por 3M - 4M, apto para mascotas, con terraza, no necesito parqueadero, presupuesto 3M - 4M, estrato 6",loft,1,2,0,6,arriendo,Cali,Ciudad Jardín,3M - 4M,0,1,0,1,
2910,"Estoy buscando apto en El Poblado Medellín, 1 alcoba, tipo apto tipo estudio para arriendo, 2 parqueaderos, estrato 2",estudio,1,1,2,2,arriendo,Medellín,El Poblado,2M - 3M,0,0,0,0,balcón
2911,"Un mini estudio cómodo de una habitación y 1 baño, en El Poblado, Medellín para venta, amoblado, 1 parqueadero, presupuesto 4M - 5M, estrato 4",estudio,1,1,1,4,venta,Medellín,El Poblado,4M - 5M,1,0,0,0,
2912,"Un apto dúplex cómodo de 1 alcoba y 2 baños, en Laureles, Medellín para arriendo, amoblado, sin parqueadero, presupuesto 4M - 5M, estrato 4",duplex,1,2,0,4,arriendo,Medellín,Laureles,4M - 5M,1,0,0,0,zona BBQ
2913,"Busco loft de 1 alcoba en Centro, Bucaramanga, para venta, totalmente amoblado, con balcón, doble parqueadero, presupuesto menos de 1M",loft,1,1,2,2,venta,Bucaramanga,Centro,menos de 1M,1,0,1,0,
2914,"Quiero arriendo un apto tipo estudio, en Bogotá, idealmente en Teusaquillo, de una alcoba y 2 baños en buen estado, que acepte mascotas, con terraza, 1 parqueadero, presupuesto 1.5M - 2M",estudio,1,2,1,5,arriendo,Bogotá,Teusaquillo,1.5M - 2M,0,1,0,1,
2915,"Busco apto tipo estudio de una alcoba en Ciudad Jardín, Cali, para arriendo, que tenga balcón, no necesito parqueadero, presupuesto 1.5M - 2M, estrato 3",estudio,1,2,0,3,arriendo,Cali,Ciudad Jardín,1.5M - 2M,0,0,1,0,"salón social, piscina"
2916,"Busco penthouse de 3 alcobas en Alto Prado, Barranquilla, para arriendo, amoblado, que acepte mascotas, con balcón, con terraza, 1 parqueadero, presupuesto 2M - 3M",penthouse,3,2,1,5,arriendo,Barranquilla,Alto Prado,2M - 3M,1,1,1,1,"terraza, piscina, balcón"
2917,"Quiero arriendo un apartamento, en Bucaramanga, idealmente en Cabecera, de dos habitaciones y 3 baños en buen estado, totalmente amoblado, terraza amplia, con parqueadero, estrato 6",apartamento,2,3,1,6,arriendo,Bucaramanga,Cabecera,1.5M - 2M,1,0,0,1,"balcón, piscina, zona BBQ"
2918,"Busco penthouse de 2 alcobas en Cañaveral, Bucaramanga, para arriendo, semi amoblado, con balcón, con terraza, con parqueadero, presupuesto 1.5M - 2M",penthouse,2,2,1,4,arriendo,Bucaramanga,Cañaveral,1.5M - 2M,1,0,1,1,piscina
2919,"Busco ático con terraza de 4 alcobas en Laureles, Medellín, para venta, totalmente amoblado, pet friendly, con balcón, sin parqueadero, presupuesto 2M - 3M",penthouse,4,2,0,4,venta,Medellín,Laureles,2M - 3M,1,1,1,0,gimnasio
2920,"Busco apartamento en dos niveles de 4 habitaciones en Cañaveral, Bucaramanga, para venta, presupuesto 4M - 5M, estrato 2",duplex,4,3,1,2,venta,Bucaramanga,Cañaveral,4M - 5M,0,0,0,0,"piscina, terraza, gimnasio"
2921,"Quiero venta un apartaestudio, en Barranquilla, idealmente en Centro, de 1 alcoba y 2 baños en buen estado, semi amoblado, que tenga balcón, no requiere parqueadero, presupuesto 2M - 3M, estrato 6",apartaestudio,1,2,0,6,venta,Barranquilla,Centro,2M - 3M,1,0,1,0,"zona BBQ, coworking, balcón"
2922,"Busco apartamento en dos niveles de una alcoba en Belen, Medellín, para arriendo, apto para mascotas, con terraza, sin parqueadero, estrato 6",duplex,1,2,0,6,arriendo,Medellín,Belen,más de 5M,0,1,0,1,"terraza, coworking, piscina"
2923,"Busco estudio de 1 habitación en Teusaquillo, Bogotá, para venta, amoblado, que acepte mascotas, terraza amplia, estrato 3",estudio,1,1,2,3,venta,Bogotá,Teusaquillo,2M - 3M,1,1,0,1,"salón social, gimnasio"
2924,"Busco apartamento de 4 habitaciones en Usaquén, Bogotá, para venta, con balcón, con terraza, no requiere parqueadero",apartamento,4,2,0,3,venta,Bogotá,Usaquén,4M - 5M,0,0,1,1,zona BBQ
2925,"Un apto para familia cómodo de 2 alcobas y 2 baños en buen estado, en Centro, Barranquilla para venta, totalmente amoblado, pet friendly, que tenga balcón, con terraza, presupuesto 2M - 3M",apartamento,2,2,0,2,venta,Barranquilla,Centro,2M - 3M,1,1,1,1,
2926,"Estoy buscando apto en Cañaveral Bucaramanga, una habitación, tipo apartaestudio para venta, con terraza, con parqueadero, presupuesto 3M - 4M, estrato 6",apartaestudio,1,2,1,6,venta,Bucaramanga,Cañaveral,3M - 4M,0,0,0,1,
2927,"Busco ático con terraza de 2 alcobas en Centro, Bogotá, para venta, amoblado, terraza amplia, sin parqueadero, estrato 5",penthouse,2,3,0,5,venta,Bogotá,Centro,2M - 3M,1,0,0,1,"balcón, piscina, coworking"
2928,"Necesito un apartamento dos habitaciones estrato 5 en Barranquilla, para arriendo por menos de 1M, apto para mascotas, con balcón, con terraza, no necesito parqueadero, presupuesto menos de 1M, estrato 5",apartamento,2,3,0,5,arriendo,Barranquilla,Villa Santos,menos de 1M,0,1,1,1,gimnasio
2929,"Un loft cómodo de una alcoba y 2 baños, en Cabecera, Bucaramanga para venta, que tenga balcón, no necesito parqueadero, presupuesto más de 5M, estrato 4",loft,1,2,0,4,venta,Bucaramanga,Cabecera,más de 5M,0,0,1,0,balcón
2930,"Estoy buscando apto en Centro Bucaramanga, una alcoba, tipo apartamento tipo estudio para arriendo, con balcón, con terraza, con parqueadero",estudio,1,1,1,6,arriendo,Bucaramanga,Centro,2M - 3M,0,0,1,1,"balcón, zona BBQ, terraza"
2931,"Estoy buscando apto en Chapinero Bogotá, una habitación, tipo loft moderno para arriendo, semi amoblado, terraza amplia, 1 parqueadero, presupuesto 1.5M - 2M, estrato 4",loft,1,1,1,4,arriendo,Bogotá,Chapinero,1.5M - 2M,1,0,0,1,"terraza, coworking"
2932,"Busco apto en último piso de tres habitaciones en Suba, Bogotá, para arriendo, semi amoblado, pet friendly, que tenga balcón, estrato 3",penthouse,3,1,1,3,arriendo,Bogotá,Suba,más de 5M,1,1,1,0,"gimnasio, coworking, piscina"
2933,"Un apartamento en dos niveles cómodo de tres habitaciones y un baño, en El Poblado, Medellín para venta, 1 parqueadero, presupuesto 4M - 5M",duplex,3,1,1,4,venta,Medellín,El Poblado,4M - 5M,0,0,0,0,"zona BBQ, terraza, coworking"
2934,"Un aparta estudio cómodo de 1 habitación y 1 baño, en Belen, Medellín para arriendo, con balcón, terraza amplia, 1 parqueadero, presupuesto menos de 1M, estrato 2",apartaestudio,1,1,1,2,arriendo,Medellín,Belen,menos de 1M,0,0,1,1,"coworking, zona BBQ"
2935,"Un apto tradicional cómodo de tres habitaciones y 2 baños, en Ciudad Jardín, Cali para venta, amoblado, que acepte mascotas, que tenga balcón, sin parqueadero, presupuesto 3M - 4M",apartamento,3,2,0,6,venta,Cali,Ciudad Jardín,3M - 4M,1,1,1,0,"salón social, piscina, balcón"
2936,"Necesito un apto tradicional tres habitaciones estrato 6 en Bucaramanga, para arriendo por 1M - 1.5M, apto para mascotas, que tenga balcón, presupuesto 1M - 1.5M, estrato 6",apartamento,3,2,0,6,arriendo,Bucaramanga,Cañaveral,1M - 1.5M,0,1,1,0,
2937,"Estoy buscando apto en Centro Barranquilla, una alcoba, tipo mini estudio para arriendo, que acepte mascotas, con terraza, un parqueadero privado, presupuesto menos de 1M",estudio,1,1,1,3,arriendo,Barranquilla,Centro,menos de 1M,0,1,0,1,terraza
2938,"Un ático con terraza cómodo de dos habitaciones y 3 baños, en San Fernando, Cali para arriendo, semi amoblado, con balcón, estrato 4",penthouse,2,3,1,4,arriendo,Cali,San Fernando,3M - 4M,1,0,1,0,"piscina, gimnasio"
2939,"Busco mini estudio de 1 habitación en Cabecera, Bucaramanga, para venta, semi amoblado, que acepte mascotas, un parqueadero privado, presupuesto 3M - 4M",estudio,1,1,1,2,venta,Bucaramanga,Cabecera,3M - 4M,1,1,0,0,
2940,"Quiero arriendo un apartaestudio, en Cali, idealmente en Granada, de una alcoba y 2 baños en buen estado, totalmente amoblado, pet friendly, con balcón, con terraza, no necesito parqueadero, presupuesto 1.5M - 2M",apartaestudio,1,2,0,5,arriendo,Cali,Granada,1.5M - 2M,1,1,1,1,
2941,"Un apto pequeño para una persona cómodo de una alcoba y 2 baños, en Granada, Cali para arriendo, amoblado, apto para mascotas, con parqueadero",apartaestudio,1,2,1,6,arriendo,Cali,Granada,1M - 1.5M,1,1,0,0,"terraza, coworking"
2942,"Un penthouse cómodo de 4 habitaciones y un baño, en San Fernando, Cali para venta, que tenga balcón, con terraza, sin parqueadero, presupuesto más de 5M, estrato 6",penthouse,4,1,0,6,venta,Cali,San Fernando,más de 5M,0,0,1,1,coworking
2943,"Quiero arriendo un apto dúplex, en Bucaramanga, idealmente en Cañaveral, de 2 habitaciones y 2 baños en buen estado, apto para mascotas, con balcón, presupuesto 1.5M - 2M",duplex,2,2,1,5,arriendo,Bucaramanga,Cañaveral,1.5M - 2M,0,1,1,0,terraza
2944,"Busco apartaestudio de 1 alcoba en Laureles, Medellín, para arriendo, totalmente amoblado, pet friendly, con balcón",apartaestudio,1,2,0,3,arriendo,Medellín,Laureles,4M - 5M,1,1,1,0,"salón social, gimnasio, zona BBQ"
2945,"Quiero arriendo un apto dúplex, en Cali, idealmente en San Fernando, de 1 alcoba y 3 baños, apto para mascotas, presupuesto más de 5M, estrato 6",duplex,1,3,0,6,arriendo,Cali,San Fernando,más de 5M,0,1,0,0,"terraza, gimnasio, zona BBQ"
2946,"Necesito un apto en último piso 2 habitaciones estrato 4 en Bogotá, para arriendo por 1M - 1.5M, apto para mascotas, que tenga balcón, terraza amplia, 1 parqueadero, presupuesto 1M - 1.5M",penthouse,2,3,1,4,arriendo,Bogotá,Teusaquillo,1M - 1.5M,0,1,1,1,"coworking, balcón"
2947,"Estoy buscando apto en Cabecera Bucaramanga, 4 habitaciones, tipo apartamento en dos niveles para venta, con balcón, 1 parqueadero, presupuesto 1M - 1.5M",duplex,4,1,1,3,venta,Bucaramanga,Cabecera,1M - 1.5M,0,0,1,0,piscina
2948,"Busco apartaestudio de 1 alcoba en El Poblado, Medellín, para venta, totalmente amoblado, pet friendly, que tenga balcón, con terraza, presupuesto 1M - 1.5M, estrato 5",apartaestudio,1,1,0,5,venta,Medellín,El Poblado,1M - 1.5M,1,1,1,1,"piscina, gimnasio, coworking"
2949,"Busco apartaestudio de 1 habitación en Ciudad Jardín, Cali, para arriendo, con balcón, con terraza, un parqueadero privado, presupuesto menos de 1M",apartaestudio,1,1,1,5,arriendo,Cali,Ciudad Jardín,menos de 1M,0,0,1,1,
2950,"Estoy buscando apto en Laureles Medellín, dos habitaciones, tipo apto dúplex para venta, pet friendly, terraza amplia, presupuesto más de 5M",duplex,2,1,0,2,venta,Medellín,Laureles,más de 5M,0,1,0,1,"salón social, zona BBQ, piscina"
2951,"Un apartaestudio cómodo de 1 habitación y 3 baños en buen estado, en Ciudad Jardín, Cali para venta, con balcón, 2 parqueaderos, presupuesto 3M - 4M",apartaestudio,1,3,2,6,venta,Cali,Ciudad Jardín,3M - 4M,0,0,1,0,
2952,"Busco apto pequeño para una persona de una habitación en Envigado, Medellín, para arriendo, totalmente amoblado, que acepte mascotas, presupuesto 3M - 4M, estrato 4",apartaestudio,1,1,1,4,arriendo,Medellín,Envigado,3M - 4M,1,1,0,0,
2953,"Quiero venta un apto dúplex, en Barranquilla, idealmente en Villa Santos, de 4 habitaciones y 3 baños, que tenga balcón",duplex,4,3,0,2,venta,Barranquilla,Villa Santos,4M - 5M,0,0,1,0,"gimnasio, salón social, coworking"
2954,"Un apto en último piso cómodo de dos habitaciones y 2 baños, en Cabecera, Bucaramanga para arriendo, semi amoblado, apto para mascotas, doble parqueadero, presupuesto menos de 1M",penthouse,2,2,2,2,arriendo,Bucaramanga,Cabecera,menos de 1M,1,1,0,0,terraza
2955,"Un aparta estudio cómodo de 1 alcoba y 2 baños, en Chapinero, Bogotá para arriendo, estrato 5",apartaestudio,1,2,2,5,arriendo,Bogotá,Chapinero,1.5M - 2M,0,0,0,0,
2956,"Busco loft de una habitación en Cedritos, Bogotá, para arriendo, totalmente amoblado, presupuesto 3M - 4M, estrato 2",loft,1,1,1,2,arriendo,Bogotá,Cedritos,3M - 4M,1,0,0,0,
2957,"Busco mini estudio de 1 habitación en Cañaveral, Bucaramanga, para venta, pet friendly, presupuesto 4M - 5M, estrato 6",estudio,1,3,1,6,venta,Bucaramanga,Cañaveral,4M - 5M,0,1,0,0,"salón social, piscina, coworking"
2958,"Busco ático con terraza de cuatro habitaciones en Villa Santos, Barranquilla, para arriendo, que tenga balcón, estrato 3",penthouse,4,2,0,3,arriendo,Barranquilla,Villa Santos,4M - 5M,0,0,1,0,"coworking, piscina"
2959,"Busco apartaestudio de una habitación en Ciudad Jardín, Cali, para venta, que tenga balcón, terraza amplia",apartaestudio,1,2,1,2,venta,Cali,Ciudad Jardín,3M - 4M,0,0,1,1,piscina
2960,"Busco apartaestudio de una habitación en Laureles, Medellín, para venta, amoblado, pet friendly, con balcón, con terraza, 1 parqueadero",apartaestudio,1,1,1,3,venta,Medellín,Laureles,más de 5M,1,1,1,1,piscina
2961,"Estoy buscando apto en Cañaveral Bucaramanga, 1 habitación, tipo aparta estudio para venta, que acepte mascotas, sin parqueadero, presupuesto 1M - 1.5M, estrato 3",apartaestudio,1,1,0,3,venta,Bucaramanga,Cañaveral,1M - 1.5M,0,1,0,0,coworking
2962,"Necesito un aparta estudio una habitación estrato 4 en Barranquilla, para venta por más de 5M, amoblado, que acepte mascotas, con balcón, no requiere parqueadero, presupuesto más de 5M",apartaestudio,1,1,0,4,venta,Barranquilla,Villa Santos,más de 5M,1,1,1,0,"balcón, salón social, terraza"
2963,"Necesito un penthouse 4 habitaciones estrato 6 en Medellín, para arriendo por 2M - 3M, semi amoblado, apto para mascotas, que tenga balcón, con terraza, presupuesto 2M - 3M",penthouse,4,3,0,6,arriendo,Medellín,El Poblado,2M - 3M,1,1,1,1,
2964,"Necesito un loft de concepto abierto 1 habitación estrato 3 en Barranquilla, para venta por 2M - 3M, semi amoblado, apto para mascotas, con balcón, con terraza, sin parqueadero, presupuesto 2M - 3M",loft,1,2,0,3,venta,Barranquilla,Centro,2M - 3M,1,1,1,1,"coworking, piscina"
2965,"Busco apartamento en dos niveles de 3 alcobas en San Fernando, Cali, para arriendo, amoblado, pet friendly, con balcón, dos parqueaderos, presupuesto 1.5M - 2M, estrato 4",duplex,3,2,2,4,arriendo,Cali,San Fernando,1.5M - 2M,1,1,1,0,"gimnasio, piscina"
2966,"Busco apartaestudio de una habitación en Belen, Medellín, para venta, que acepte mascotas, que tenga balcón, con terraza, no necesito parqueadero, presupuesto 1M - 1.5M",apartaestudio,1,3,0,3,venta,Medellín,Belen,1M - 1.5M,0,1,1,1,gimnasio
2967,"Busco estudio de una habitación en Usaquén, Bogotá, para arriendo, que tenga balcón, con terraza, no requiere parqueadero, presupuesto 1M - 1.5M, estrato 2",estudio,1,1,0,2,arriendo,Bogotá,Usaquén,1M - 1.5M,0,0,1,1,
2968,"Necesito un ático con terraza 4 alcobas estrato 4 en Barranquilla, para arriendo por 2M - 3M, terraza amplia, presupuesto 2M - 3M, estrato 4",penthouse,4,2,1,4,arriendo,Barranquilla,Alto Prado,2M - 3M,0,0,0,1,balcón
2969,"Necesito un dúplex 4 habitaciones estrato 3 en Barranquilla, para arriendo por menos de 1M, amoblado, apto para mascotas, 1 parqueadero, presupuesto menos de 1M, estrato 3",duplex,4,2,1,3,arriendo,Barranquilla,Villa Santos,menos de 1M,1,1,0,0,"gimnasio, coworking, piscina"
2970,"Estoy buscando apto en Chapinero Bogotá, 3 alcobas, tipo apto en último piso para arriendo, amoblado, apto para mascotas, con balcón, doble parqueadero, presupuesto 3M - 4M, estrato 5",penthouse,3,2,2,5,arriendo,Bogotá,Chapinero,3M - 4M,1,1,1,0,"salón social, zona BBQ, terraza"
2971,"Busco apartamento de 3 alcobas en Alto Prado, Barranquilla, para arriendo, que acepte mascotas, con balcón, no necesito parqueadero, presupuesto menos de 1M",apartamento,3,1,0,5,arriendo,Barranquilla,Alto Prado,menos de 1M,0,1,1,0,salón social
2972,"Un apartaestudio cómodo de 1 alcoba y 1 baño, en Alto Prado, Barranquilla para venta, pet friendly, con balcón, terraza amplia, con parqueadero, estrato 6",apartaestudio,1,1,1,6,venta,Barranquilla,Alto Prado,2M - 3M,0,1,1,1,
2973,"Un apto dúplex cómodo de 1 alcoba y 2 baños, en Envigado, Medellín para arriendo, que acepte mascotas",duplex,1,2,0,4,arriendo,Medellín,Envigado,3M - 4M,0,1,0,0,"gimnasio, coworking"
2974,"Un mini estudio cómodo de una habitación y 3 baños en buen estado, en Alto Prado, Barranquilla para venta, amoblado, con balcón, 2 parqueaderos, presupuesto 1M - 1.5M, estrato 2",estudio,1,3,2,2,venta,Barranquilla,Alto Prado,1M - 1.5M,1,0,1,0,
2975,"Un apartamento cómodo de 2 habitaciones y 3 baños en buen estado, en Laureles, Medellín para arriendo, totalmente amoblado, que acepte mascotas, con balcón, terraza amplia, presupuesto 4M - 5M, estrato 4",apartamento,2,3,0,4,arriendo,Medellín,Laureles,4M - 5M,1,1,1,1,"coworking, zona BBQ"
2976,"Un estudio cómodo de una alcoba y 2 baños, en Villa Santos, Barranquilla para venta, pet friendly, con balcón, 2 parqueaderos, presupuesto 1.5M - 2M, estrato 2",estudio,1,2,2,2,venta,Barranquilla,Villa Santos,1.5M - 2M,0,1,1,0,"salón social, coworking, zona BBQ"
2977,"Quiero venta un penthouse, en Bogotá, idealmente en Usaquén, de 4 alcobas y un baño, pet friendly, que tenga balcón, terraza amplia, estrato 4",penthouse,4,1,0,4,venta,Bogotá,Usaquén,2M - 3M,0,1,1,1,"coworking, gimnasio, balcón"
2978,"Un dúplex cómodo de 4 habitaciones y 1 baño, en Chapinero, Bogotá para venta, totalmente amoblado, pet friendly, 1 parqueadero, presupuesto 2M - 3M",duplex,4,1,1,6,venta,Bogotá,Chapinero,2M - 3M,1,1,0,0,"piscina, coworking"
2979,"Estoy buscando apto en Usaquén Bogotá, una habitación, tipo aparta estudio para venta, apto para mascotas, con balcón, terraza amplia, presupuesto 1M - 1.5M",apartaestudio,1,3,0,3,venta,Bogotá,Usaquén,1M - 1.5M,0,1,1,1,"zona BBQ, piscina, coworking"
2980,"Quiero arriendo un apartamento, en Bogotá, idealmente en Cedritos, de cuatro habitaciones y un baño, apto para mascotas, 1 parqueadero, presupuesto 4M - 5M",apartamento,4,1,1,6,arriendo,Bogotá,Cedritos,4M - 5M,0,1,0,0,"balcón, gimnasio, coworking"
2981,"Un apto en último piso cómodo de 3 alcobas y un baño, en Envigado, Medellín para venta, con terraza",penthouse,3,1,2,3,venta,Medellín,Envigado,4M - 5M,0,0,0,1,"piscina, balcón"
2982,"Necesito un apto tipo estudio una habitación estrato 6 en Medellín, para venta por 1M - 1.5M, terraza amplia, no requiere parqueadero, presupuesto 1M - 1.5M",estudio,1,3,0,6,venta,Medellín,Laureles,1M - 1.5M,0,0,0,1,coworking
2983,"Quiero arriendo un apartamento tipo estudio, en Bogotá, idealmente en Cedritos, de 1 alcoba y 2 baños, apto para mascotas, terraza amplia, doble parqueadero, presupuesto 1M - 1.5M, estrato 6",estudio,1,2,2,6,arriendo,Bogotá,Cedritos,1M - 1.5M,0,1,0,1,zona BBQ
2984,"Estoy buscando apto en Centro Bucaramanga, 4 alcobas, tipo apto en último piso para venta, terraza amplia, sin parqueadero, presupuesto 1.5M - 2M, estrato 6",penthouse,4,3,0,6,venta,Bucaramanga,Centro,1.5M - 2M,0,0,0,1,"zona BBQ, balcón"
2985,"Quiero venta un apartaestudio, en Bogotá, idealmente en Centro, de una habitación y 1 baño, con terraza, no necesito parqueadero, presupuesto 4M - 5M, estrato 6",apartaestudio,1,1,0,6,venta,Bogotá,Centro,4M - 5M,0,0,0,1,
2986,"Estoy buscando apto en Cañaveral Bucaramanga, una habitación, tipo loft de concepto abierto para arriendo, que acepte mascotas, con balcón, presupuesto 1.5M - 2M",loft,1,1,0,6,arriendo,Bucaramanga,Cañaveral,1.5M - 2M,0,1,1,0,
2987,"Quiero arriendo un aparta estudio, en Barranquilla, idealmente en Centro, de una alcoba y 2 baños en buen estado, apto para mascotas, terraza amplia, sin parqueadero, presupuesto 2M - 3M",apartaestudio,1,2,0,2,arriendo,Barranquilla,Centro,2M - 3M,0,1,0,1,coworking
2988,"Necesito un dúplex cuatro habitaciones estrato 6 en Bucaramanga, para venta por menos de 1M, semi amoblado, terraza amplia, presupuesto menos de 1M",duplex,4,1,0,6,venta,Bucaramanga,Centro,menos de 1M,1,0,0,1,zona BBQ
2989,"Busco loft de una habitación en Centro, Bogotá, para venta, totalmente amoblado, con terraza, doble parqueadero, presupuesto más de 5M, estrato 5",loft,1,3,2,5,venta,Bogotá,Centro,más de 5M,1,0,0,1,"balcón, salón social, coworking"
2990,"Estoy buscando apto en Alto Prado Barranquilla, 4 habitaciones, tipo apto dúplex para venta, que tenga balcón",duplex,4,1,2,4,venta,Barranquilla,Alto Prado,3M - 4M,0,0,1,0,zona BBQ
2991,"Busco dúplex de dos habitaciones en San Fernando, Cali, para arriendo, apto para mascotas, con terraza, no requiere parqueadero, estrato 5",duplex,2,2,0,5,arriendo,Cali,San Fernando,más de 5M,0,1,0,1,balcón
2992,"Busco apto en último piso de 4 habitaciones en Suba, Bogotá, para venta, presupuesto 4M - 5M, estrato 4",penthouse,4,3,0,4,venta,Bogotá,Suba,4M - 5M,0,0,0,0,"zona BBQ, balcón"
2993,"Un apartamento en dos niveles cómodo de 3 habitaciones y 2 baños en buen estado, en Cañaveral, Bucaramanga para venta, amoblado, que tenga balcón, terraza amplia, 2 parqueaderos",duplex,3,2,2,3,venta,Bucaramanga,Cañaveral,3M - 4M,1,0,1,1,gimnasio
2994,"Un estudio cómodo de una alcoba y 1 baño, en Alto Prado, Barranquilla para arriendo, amoblado, pet friendly, presupuesto 2M - 3M, estrato 5",estudio,1,1,0,5,arriendo,Barranquilla,Alto Prado,2M - 3M,1,1,0,0,"balcón, salón social"
2995,"Necesito un apto para familia 3 alcobas estrato 4 en Barranquilla, para venta por 1M - 1.5M, presupuesto 1M - 1.5M, estrato 4",apartamento,3,2,1,4,venta,Barranquilla,Villa Santos,1M - 1.5M,0,0,0,0,"coworking, piscina, zona BBQ"
2996,"Estoy buscando apto en Belen Medellín, 1 alcoba, tipo mini estudio para arriendo, que tenga balcón, con terraza, doble parqueadero",estudio,1,2,2,6,arriendo,Medellín,Belen,1.5M - 2M,0,0,1,1,coworking
2997,"Busco loft de 1 habitación en Alto Prado, Barranquilla, para arriendo, semi amoblado, apto para mascotas, doble parqueadero, presupuesto 1.5M - 2M, estrato 4",loft,1,2,2,4,arriendo,Barranquilla,Alto Prado,1.5M - 2M,1,1,0,0,gimnasio
2998,"Un apto dúplex cómodo de 3 alcobas y un baño, en Granada, Cali para arriendo, con terraza, doble parqueadero, presupuesto menos de 1M, estrato 5",duplex,3,1,2,5,arriendo,Cali,Granada,menos de 1M,0,0,0,1,
2999,"Busco loft de concepto abierto de una alcoba en Cabecera, Bucaramanga, para arriendo, semi amoblado, pet friendly, presupuesto 1M - 1.5M, estrato 2",loft,1,2,2,2,arriendo,Bucaramanga,Cabecera,1M - 1.5M,1,1,0,0,
3000,"Estoy buscando apto en Centro Barranquilla, 1 habitación, tipo loft moderno para venta, amoblado, pet friendly, que tenga balcón, presupuesto 3M - 4M",loft,1,3,2,3,venta,Barranquilla,Centro,3M - 4M,1,1,1,0,"gimnasio, salón social, piscina"
3001,"Quiero arriendo un apartamento en dos niveles, en Barranquilla, idealmente en Centro, de 2 habitaciones y 2 baños en buen estado, semi amoblado, que acepte mascotas, que tenga balcón, 2 parqueaderos, presupuesto 3M - 4M, estrato 2",duplex,2,2,2,2,arriendo,Barranquilla,Centro,3M - 4M,1,1,1,0,"terraza, gimnasio, salón social"
3002,"Estoy buscando apto en Ciudad Jardín Cali, dos habitaciones, tipo apto para familia para venta, amoblado, pet friendly, 2 parqueaderos, presupuesto 2M - 3M, estrato 5",apartamento,2,2,2,5,venta,Cali,Ciudad Jardín,2M - 3M,1,1,0,0,terraza
